Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Renovated,Aircon,TV,Sofa,Stove,Oven,Fridge,Utility Room,Audio System,Dining Room Furniture,High Floor,Washer,Fibre Ready",980 sqft (built up),"--------- For viewings, contact Dion @ 91136612 --------
Very well kept, and designer renovated DBSS @ The Peak Toa Payoh for rent! Owner spent more than $50,000 on furnishing and interior design. Letting out to lease for a steal!

- Spacious and extremely high floor
- Baby safe invisible grills installed
- Windy
- Conveniently located with ample eateries 
- Walk to Toa Payoh Central
- View to appreciate!

-------- For viewings, contact Dion @ 91136612 ------",D12,,,,Fully Furnished,,Flexible,138A Lorong 1A Toa Payoh,2 Baths,3 Beds,,S$2.86 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/138a-lorong-1a-toa-payoh-hdb-tPxjHYMGmmAiCK2X3e3ynD
"Clubhouse,Fitness Corner,Renovated,Aircon,Stove,Fridge,Wading Pool,Jacuzzi,Steam Room,Security,Oven,Parking,Washer,Fibre Ready,Lap Pool,Gym,Balcony",S$3.57 psf,"** Contact Dion Phua @ 91136612 for viewing **
3 Bedroom unit @ Kovan Regency for rent!

* Right next to Kovan MRT Station
* Plenty of food options
* Amenities and mall within 3 minutes
* Spacious and regular layout
* Yard area available for laundry

Do not miss this unit!

** Contact Dion Phua @ 91136612 for viewing **
3 Bedroom unit @ Kovan Regency for rent!",D19,,,,,,Flexible,Kovan Regency,980 sqft (built up),3 Beds,,,"S$3,500/mo",https://www.99.co/singapore/rent/property/kovan-regency-condo-yBnDQYA7pCVap5hanuKZET
"City View,Security,Closet,Aircon,Maid Room,Greenery View,Parking,Gym,Dishwasher,Fridge,Swimming Pool,Utility Room,Dryer,Steam Room,Oven,Sauna,High Floor,Washer,Bathtub,Stove","1,776 sqft (built up)","ABOUT GRANGE 80
Located along Grange Road, Grange 80 is on the fringe of Orchard Road, Singapore’s famous shopping and entertainment belt.

With only one apartment per floor, all 10 units come with a private lift lobby providing direct access to the doorstep. Grange 80 residents enjoy exclusive access to the facilities of nearby Orchard Parksuites, such as swimming pool, tennis courts, gymnasium, jacuzzi, sauna and steam rooms, and BBQ pits.

ABOUT THE LISTING
✓ Spacious 3 bedrooms + Utility Room (1,776sqft)
✓ Includes access to lifestyle facilities at Orchard Parksuites
✓ Available from 1 Feb onwards, viewing can be arranged with advance notice
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Walking distance to Somerset and Orchard train stations, minutes drive to the Central Business District
✓ Shopping and Food – Conveniently located near the Orchard Road shopping belt
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as ISS International School, Chatsworth International School (Orchard Campus) and Stamford Primary School
✓ Shuttle - Complimentary weekday shuttle bus service at 0815hrs to Dhoby Ghaut, City Hall and Raffles Place train stations
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D10,All races welcome,,1,Partially Furnished,,Flexible,Grange 80,4 Baths,3 Beds,Allowed,S$3.83 psf,"S$6,800/mo",https://www.99.co/singapore/rent/property/grange-80-condo-yZnGevAmRq7LkEYvuTp5iK
"Clubhouse,Loft,Basketball Court,High Ceiling,Stove,Parking,Dishwasher,Fridge,Dryer,Tennis Court,Oven,High Floor,Security,Balcony,City View,Aircon,Closet,Sofa,Greenery View,Duplex / Maisonette,Bed,Swimming Pool,Wading Pool,Sea View,Dining Room Furniture,Washer,Bathtub,Lap Pool,Gym,BBQ","1,175 sqft (built up)","ABOUT ALTEZ
At a staggering 250 metres, Altez brings a new perspective to the term “high-life”. The 62-storey development offers panoramic views of the sea and the city, and full condominium facilities. Just two minutes’ walk from Tanjong Pagar MRT Station, residents enjoy excellent access to the Central Business District and the Marina Coastal Expressway (MCE).

ABOUT THE LISTING
✓ Apartment is furnished, pictures taken are of the actual unit
✓ High floor duplex with panoramic sea and city views
✓ 2 bedrooms + 3 bathrooms with full condo facilities
✓ Floor to ceiling windows, loft-style apartment
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - 2 minutes to Tanjong Pagar train station, 5 to 7 minutes drive to Marina Bay Sands, Raffles Place, Orchard Road, MBFC and Sentosa
✓ Shopping and Food – Directly linked to Icon Village mall, close to Lau Pa Sat and Maxwell Food Centre
✓ Entertainment & Nightlife - Strategically located near numerous cafes and bars
✓ 24hr Grocery Shopping – Supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple private and primary schools
✓ Connectivity - Linked to major expressways

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D02,All races welcome,,42,Fully Furnished,Yes,Flexible,Altez,3 Baths,2 Beds,Allowed,S$5.96 psf,"S$7,000/mo",https://www.99.co/singapore/rent/property/altez-condo-Sjr6sxqxw4hWnX9c3yCK44
"Water Feature,Stove,Timber Deck,Fridge,Dryer,Oven,Security,Balcony,Lap Pool,Bomb Shelter,Yoga Corner,Pavilion,Aircon,Closet,Jet Pool,Swimming Pool,Wading Pool,Jacuzzi,Playground,Fitness Corner,Washer,Fibre Ready,Reflexology Path,Gym,BBQ,Hydrotherapy Pool",958 sqft (built up),"For Rent  -  Pavilion 11 (D11)

- 2 Bedrooms + HS + Balcony
- Spacious
- Private Lift
- Walking distance to Novena MRT, Velocity, Novena Square, Shaw Plaza, Zhongshan Mall

For Viewing:
Call / SMS / Whatsapp
Allyson Ong
9459 7477


Amenities:
Trains (MRT)
Novena MRT (NS 20) - 9 mins (730m)

Primary Schools:
Balestier Hill Primary - 460m
St. Joseph's Institution Junior - 800m
Hong Wen - 1.07 km

Shopping Malls:
Shaw Plaza - 310m
Zhongsan Mall - 350m
Square 2 - 620m",D11,All races welcome,South East,,Partially Furnished,,24 months,Pavilion 11,2 Baths,2 Beds,Not Allowed,S$3.65 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/pavilion-11-condo-ZU6vFLGMftKeL5socp9bNk
"Loft,High Ceiling,Stove,Parking,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Dining Room Furniture,Sauna,Security,Balcony,City View,Aircon,Closet,TV,Greenery View,Duplex / Maisonette,Bed,Swimming Pool,Jacuzzi,High Floor,Washer,Bathtub,Lap Pool,Gym","1,076 sqft (built up)","ABOUT THE CLIFT
Located at the heart of Singapore’s Central Business District, The Clift places the modern professional right in the middle of the city’s buzz. Enjoy a wide variety of entertainment hotspots and dining options within walking distance; from conserved shophouses and historic buildings to artisan cafés selling local delights, Telok Ayer has fast become one of the freshest destinations for F&B in the city.

Designed by Super Potato, the lifestyle facilities in this 42-storey development are designed with modern comforts in mind, with a club lounge and pool lounge beds on the 10th level and a superb view from the Sky Garden on the 31st level.

ABOUT THE LISTING
✓ One call, view all available units!
✓ High floor, fully-furnished, corner unit with unblocked city views
✓ 2 bedroom loft with condo facilities
✓ Floor to ceiling windows, bright and airy
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Less than 5 minutes to Tanjong Pagar train station, 5 to 7 minutes drive to Marina Bay Sands, Raffles Place, Orchard Road, MBFC and Sentosa
✓ Shopping and Food – Close to Amoy Street Food Centre, Lau Pa Sat and Maxwell Food Centre
✓ Entertainment & Nightlife - Strategically located near numerous cafes and bars
✓ 24hr Grocery Shopping – Supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple private and primary schools
✓ Connectivity - Linked to major expressways

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D01,All races welcome,,38,Fully Furnished,Yes,Flexible,The Clift,2 Baths,2 Beds,Allowed,S$6.04 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/the-clift-condo-Gx8uJSk42boEWWANQdzGC9
"Roof Terrace,High Ceiling,Stove,Fridge,Dryer,Oven,Parking,Patio / PES,Security,Balcony,Dishwasher,Bathtub,Aircon,Closet,Maid Room,Greenery View,Duplex / Maisonette,TV,Utility Room,Jacuzzi,Study Room,Fitness Corner,Washer,Pool View,Lap Pool,Gym","3,532 sqft (built up)","ABOUT SEAHILL
Located in the tranquil West Coast residential estate, SeaHill at West Coast Crescent sits just between the scenic shoreline of West Coast Park and the lush greenery of Clementi Woods Park. With its close proximity to nature, enjoy seafront living and the restfulness of a retreat.

ABOUT THE LISTING
✓ View and select from multiple units, click for virtual tour: http://www.fareast.com.sg/virtualtours/sale/Seahil lTH-101/index.html
✓ 3-storey home surrounded by lush greenery in a gated community
✓ 4 Bedrooms + Helper's Room + Private Rooftop
✓ Private basement parking for 2 cars
✓ Rent inclusive of aircon maintenance, outdoor jacuzzi maintenance and one-time furniture purchase cap up to $7,000
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Short drive to the Mapletree Business City, Sentosa & Marina Downtown. Nearest Train Stations are Haw Par Villa and Clementi
✓ Shopping and Food – In the same vicinity as VivoCity, Harbourfront Centre, Mount Faber, Kent Ridge Park, HortPark, The Southern Ridges and Sentosa
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice) 
✓ Education – Near multiple local and international schools such as United World College South East Asia, Dover Court International School, The Japanese School Singapore, National University of Singapore (NUS) and National University Hospital (NUH)
✓ Connectivity - Linked to Ayer Rajah Expressway (AYE) and West Coast Highway with easy access to the Central Business District

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D05,All races welcome,,,Flexible,Yes,Flexible,Seahill,5 Baths,4 Beds,Allowed,S$2.58 psf,"S$9,100/mo",https://www.99.co/singapore/rent/property/seahill-condo-HZ7HwXgb9qeDSNJFsRp97D
"High Ceiling,Stove,City View,Fridge,Dryer,Steam Room,Oven,Parking,Dishwasher,Sauna,Security,Bomb Shelter,Aircon,Closet,Maid Room,Greenery View,Wading Pool,Swimming Pool,Utility Room,Jacuzzi,Study Room,Washer,Bathtub,Gym","1,980 sqft (built up)","ABOUT GRANGE 70
Grange 70 condominium offers the privacy of a boutique apartment just minutes from Orchard Road, Singapore’s famous shopping and entertainment belt.

Residents enjoy a private lift lobby and direct entry to each unit, plus exclusive access to the facilities of nearby Orchard Parksuites, such as swimming pool, tennis courts, gymnasium, jacuzzi, sauna and steam rooms, and BBQ pits.

ABOUT THE LISTING
✓ Spacious 3 bedrooms + Helper’s room (1,970sqft)
✓ Price listed is negotiable
✓ Unit is tenanted till 1 July, viewing can be arranged
✓ Exclusive access to lifestyle facilities at Orchard Parksuites
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Walking distance to Somerset and Orchard train stations, minutes drive to the Central Business District
✓ Shopping and Food – Conveniently located near the Orchard Road shopping belt
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as ISS International School, Chatsworth International School (Orchard Campus) and Stamford Primary School
✓ Shuttle - Complimentary weekday shuttle bus service at 0815hrs to Dhoby Ghaut, City Hall and Raffles Place train stations
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D10,All races welcome,,,Flexible,Yes,Flexible,Grange 70,4 Baths,3 Beds,Allowed,S$3.23 psf,"S$6,400/mo",https://www.99.co/singapore/rent/property/grange-70-condo-x2SVC5RonYBoP75oi7v9L5
"City View,Bathtub,Roof Terrace,Aircon,High Ceiling,Greenery View,Fridge,Utility Room,Dryer,Study Room,Oven,Washer,Closet,Stove,Balcony","2,918 sqft (built up)","ABOUT TOWNERVILLE
Townerville is an estate of colonial and ethnic-style terrace houses built in the 1920s and now restored to its original splendour.

ABOUT THE LISTING
✓ 4 Bedrooms + Balcony + Private Outdoor Space 
✓ Currently tenanted till 24 Oct, viewing can be arranged with advance notice
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility -  Close to Boon Keng MRT Station
✓ Shopping – Near Bendemeer Wet Market and Food Centre, walking distance to Sheng Siong Supermarket & Whampoa Wet Market. Minutes’ drive to Shaw Plaza and Nex Shopping Mall
✓ Recreation – Near Civil Service Club located at Tessensohn Road
✓ Education – Surrounded by Reputable Institutions such as Australian and Stamford American International School
✓ Connectivity - Linked to Major Expressways

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D12,All races welcome,,,Flexible,,Flexible,Townerville,3 Baths,4 Beds,Allowed,S$2.06 psf,"S$6,000/mo",https://www.99.co/singapore/rent/property/mcnair-road-landed-SCUkakG9z5sbJ8rquukpXR
"Clubhouse,High Ceiling,Stove,Dishwasher,Fridge,Dryer,Tennis Court,Oven,Parking,Closet,Security,Balcony,City View,Renovated,Aircon,Maid Room,Swimming Pool,Utility Room,Squash Court,Playground,Fitness Corner,High Floor,Washer,Bathtub,Gym","2,985 sqft (built up)","ABOUT LEONIE CONDOTEL
Centrally located just off River Valley Road, Leonie Condotel is just minutes’ walk to Somerset MRT Station and Singapore’s famous shopping belt Orchard Road. Other recreational facilities in the area include Fort Canning Park and Fort Canning Country Club.

ABOUT THE LISTING
✓ Multiple units available, keys on hand, view all anytime!
- 4 bedrooms + Utility, 2568sqft
- 4 bedrooms + Utility, 2715sqft
- 4 bedrooms + Utility, 2722sqft
✓ Spacious 4 bedrooms + Helper's Room (2,722sqft) with full condo facilities
✓ Bright and airy with floor to ceiling windows
✓ Pool facing, private balcony, renovated kitchen


HIGHLIGHTS
✓ Easy Accessibility - Walking distance to Somerset and Orchard train stations, minutes drive to the Central Business District
✓ Shopping and Food – Less than 5 minutes walk to Orchard Road (Ion Orchard, Orchard Gateway, Takashimaya, 313@Somerset)
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as ISS International School, Chatsworth International School (Orchard Campus) and Stamford Primary School
✓ Shuttle - Complimentary weekday shuttle bus services at 0745hrs to Dhoby Ghaut, City Hall and Raffles Place train stations
✓ Connectivity - Linked to major expressways and feeder bus services

Open house by appointment, call 9190 0609 for viewing today!",D09,All races welcome,,13,Partially Furnished,Yes,Flexible,Leonie Condotel,5 Baths,4 Beds,Allowed,S$3.02 psf,"S$9,000/mo",https://www.99.co/singapore/rent/property/leonie-condotel-condo-FmMYV8GVS62QWomKDReVvE
"Roof Terrace,Stove,Fridge,Dryer,Oven,Parking,Patio / PES,Security,Balcony,Dishwasher,Aircon,Closet,Maid Room,Greenery View,Wading Pool,Utility Room,Jacuzzi,Study Room,Fitness Corner,Washer,Bathtub,Lap Pool,BBQ,Playground","3,112 sqft (built up)","ABOUT CABANA
Cluster homes are the perfect choice for families who enjoy large living spaces and resort-style facilities. Set in a serene and exclusive enclave, Cabana offers a landed lifestyle complete with 24-hour security, lap pool, children’s pool, reflexology walk, outdoor fitness court, children’s playground, dining cabana with hydro therapy pool and BBQ cabana.

ABOUT THE LISTING
✓ One call, view all available units!
✓ Select and choose from various layouts
✓ 3-storey home surrounded by lush greenery in a gated community, direct pool access
✓ 4 Bedrooms + Helper’s Room + Private Roof Terrace
✓ Wet and dry kitchen, en-suite bathrooms
✓ Private basement parking for 2 cars
✓ Full lifestyle facilities for the whole family
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility -  Close to Yio Chu Kang MRT Station and Bus Interchange
✓ Shopping – Close to retail and F&B options at Greenwich V, Seletar Mall and AMK hub
✓ Recreation – Minutes’ drive to recreational facilities such as Bishan-Ang Mo Kio Park and Singapore Zoo
✓ Education – Surrounded by Reputable Institutions such as Australian International School, Lycée Français de Singapour, Chatsworth Kindergarten, Anderson Primary and Secondary School, Presbyterian High School, Nanyang Polytechnic.
✓ Connectivity - Linked to Major Expressways

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!",D28,All races welcome,,,Partially Furnished,Yes,Flexible,Cabana,4 Baths,4 Beds,Allowed,S$1.67 psf,"S$5,200/mo",https://www.99.co/singapore/rent/property/sunrise-terrace-landed-fx4CuepypECij4KBVQ6aZ5
"Clubhouse,Roof Terrace,High Ceiling,Stove,City View,Fridge,Walk In Closet,Dryer,Steam Room,Oven,Parking,Dishwasher,Sauna,Security,Closet,Bomb Shelter,Balcony,Renovated,Aircon,Wading Pool,Bed,Swimming Pool,Utility Room,Jacuzzi,Study Room,Washer,Bathtub,Lap Pool,BBQ,Playground","1,745 sqft (built up)","ABOUT SKYLINE @ ORCHARD BOULEVARD
Skyline @ Orchard Boulevard has a prominent address at Orchard Road – Singapore’s famous shopping belt of luxury brands. It is located at Angullia Park tucked away on a verdant quiet site perched on a small hill offering a quiet enclave on one end and the hustle and bustle of city living on the other.

ABOUT THE LISTING
✓ Apartment in the heart of town, convenient location
✓ Spacious 2 bedrooms + Study (1,744sqft) with full condo facilities
✓ Floor to ceiling windows, wooden flooring, private lift
✓ Tenanted till mid September, viewing can be arranged
✓ White goods provided - Washer, dryer, stove, cooker hood, microwave, refrigerator, air-con, wardrobe, curtains
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Property right behind Orchard train station, minutes drive to the Central Business District
✓ Shopping and Food – Less than 3 minutes walk to Orchard Road (Ion Orchard, Orchard Gateway, Takashimaya, 313@Somerset)
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as River Valley Primary School, St. Margaret’s Primary School, Anglo-Chinese School and Overseas Family School
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D09,All races welcome,,,Flexible,,Flexible,Skyline @ Orchard Boulevard,3 Baths,2 Beds,Allowed,S$6.88 psf,"S$12,000/mo",https://www.99.co/singapore/rent/property/skyline-orchard-boulevard-condo-pNumXJWZWGjminJDFiiPsd
"Water Feature,High Ceiling,Stove,Dishwasher,Fridge,Dryer,Oven,Parking,Outdoor Dining,Security,Fun Pool,City View,Pavilion,Aircon,Closet,Greenery View,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Washer,Bathtub,Gym","1,910 sqft (built up)","ABOUT ALBA
Freehold modern luxury tucked away in an exclusive enclave at 8 Cairnhill Rise. Each aspect of the development is thoughtfully crafted, with exquisite attention to detail.
Located in prestigious District 9, the luxurious 50-unit development is a short stroll from Orchard Road, Singapore's shopping and entertainment belt.
Designed by world-renowned US architects Arquitectonica, Alba's unique and distinctive Y-form layout offers greater living space and scenic views. Each residence comes with private lift access. 

ABOUT THE LISTING
✓ Located in one of the most highly sought-after residential areas in Singapore
✓ Modern and luxurious 3bedder apartment with private lift (1,906sqft)
✓ Currently tenanted till end Dec, viewing can be arranged with advance notice
✓ High floor with unblocked Istana/greenery view
✓ Full condo facilities - swimming pools, spa pool, BBQ pavillions, gymnasium, lounge, playground and 24hr security

HIGHLIGHTS
✓ Easy Accessibility - Walking distance to Somerset and Orchard train stations, minutes drive to the Central Business District
✓ Shopping and Food – Conveniently located near the Orchard Road shopping belt
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such Barker Road Methodist Church Kindergarten, Anglo-Chinese School, Stamford Primary School, Raffles Girls’ Secondary School, St. Joseph Institution, Hwa Chong Institution and Singapore Management University
✓ Connectivity - Linked to major expressways and feeder bus services

Call 9190 0609 for viewing at your convenience today!",D09,All races welcome,,,Partially Furnished,Yes,Flexible,Alba,3 Baths,3 Beds,Allowed,S$5.34 psf,"S$10,200/mo",https://www.99.co/singapore/rent/property/alba-condo-MrtSwPDuWnkQJHQD5D3tue
"Fitness Corner,High Ceiling,Stove,Parking,City View,Fridge,Walk In Closet,Dryer,Tennis Court,Oven,Dining Room Furniture,Mid Floor,Dishwasher,Sauna,Security,Basketball Court,Bomb Shelter,Renovated,Closet,Swimming Pool,Maid Room,Sofa,Greenery View,Duplex / Maisonette,Bed,Aircon,Utility Room,Jacuzzi,Study Room,Audio System,TV,High Floor,Washer,Bathtub,Gym,BBQ,Playground","2,229 sqft (built up)","NEW DUPLEX LISTING - ORCHARD SCOTTS
With the finest shopping, dining and entertainment options just a short walk away, Orchard Scotts Residences brings Singapore’s cosmopolitan side right to your doorstep. Set in 2.5 hectares of beautifully sculpted gardens with wide open spaces and pools, this serviced apartment gives you sanctuary from the city as well when you feel the need to unwind.

ABOUT THE LISTING
✓  3 bedroom duplex + Guest room + Helper’s room (2,228sqft) with full condo facilities
✓ Apartment comes fully-furnished
✓ High-end appliances and furnishings 
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - 3 minutes walk to Newton train station, 10 minutes drive to the Central Business District
✓ Daily Shuttle - Complimentary shuttle bus services to Suntec City, Marina Bay Financial Centre and One Raffles Quay
✓ Shopping and Food – Less than 1km to Orchard Road (1 train ride away)
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as Raffles Girls&#39; Primary School, St. Margaret’s Primary School, Anglo-Chinese School, Chatsworth International School and ISS International School
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D09,All races welcome,,,Fully Furnished,,Flexible,Orchard Scotts,5 Baths,4 Beds,Allowed,S$5.74 psf,"S$12,800/mo",https://www.99.co/singapore/rent/property/orchard-scotts-condo-jriQR3kMEctP7FKC6gBiyd
"Penthouse,Roof Terrace,Stove,City View,Fridge,Walk In Closet,Dryer,Oven,Parking,Dishwasher,Security,Balcony,Bomb Shelter,Aircon,Closet,Swimming Pool,Maid Room,Sofa,Greenery View,Bed,TV,Utility Room,Squash Court,Study Room,Top Floor,High Floor,Washer,Bathtub,Gym,BBQ","4,554 sqft (built up)","ABOUT THE CAIRNHILL
Located in the exclusive district 9 enclave, The Cairnhill condominium is within walking distance to famed shopping and entertainment belt Orchard Road.

This freehold condominium is just minutes' walk to Newton and Orchard MRT stations, putting you withing easy access to all parts of the city, including the Central Business District (CBD).

ABOUT THE LISTING
✓ Keys with me, view anytime.  Special promo rate listed, non-negotiable
✓ Penthouse unit located in the heart of town, convenient location
✓ 5 bedrooms + Helper's Room + Balcony with condo facilities (4,553sqft)
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - Walking distance to Orchard train station, minutes drive to the Central Business District
✓ Shopping and Food – Conveniently located near the Orchard Road shopping belt
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as Raffles Girls' Primary School, St. Margaret's Primary School, Anglo-Chinese School, Chatsworth International School and ISS International School
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

*To fellow agents: Kindly note copying of listing details is unethical and will be reported*

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D09,All races welcome,,13,Flexible,Yes,Flexible,The Cairnhill,5 Baths,5 Beds,Allowed,S$1.90 psf,"S$8,640/mo",https://www.99.co/singapore/rent/property/the-cairnhill-condo-rBKXkNJTJ4exfzz4dGKdgi
"High Ceiling,Stove,City View,Fridge,Dryer,Oven,Dishwasher,Balcony,Bomb Shelter,Closet,Aircon,Greenery View,Bed,Jacuzzi,High Floor,Washer,Bathtub,Lap Pool,Gym",904 sqft (built up),"ABOUT THE SCOTTS TOWER
The Scotts Tower is a new development just minutes’ from the world famous Orchard Road shopping belt!

Kick back, relax and connect at the 25th floor Sky Terrace, with Orchard Road as your backdrop. Lifestyle facilities designed to inspire interaction; mix up your activities at the dining pod, massage pod and fitness pod.

ABOUT THE LISTING
✓ 2 bedroom apartment near town with full condo facilities
✓ Floor to ceiling windows, wooden finishing with city views
✓ Currently tenanted till end Feb, viewing can be arranged with advance notice
✓ Furniture can be included at a monthly additional cost
✓ The following will be provided prior to your move-in
- Professional cleaning
- Fresh coat of paint
- Polishing of floor
- Curtains dry-cleaned
- Ensuring all appliances are in good working order

HIGHLIGHTS
✓ Easy Accessibility - 5 minutes to Newton train station, minutes drive to the Central Business District
✓ Shopping and Food – Less than 1km to Orchard Road
✓ 24hr Grocery Shopping – Numerous supermarkets within 2km (Cold Storage and Fairprice)
✓ Education – Near multiple local and international schools such as Raffles Girls' Primary School, St. Margaret's Primary School, Anglo-Chinese School, Chatsworth International School and ISS International School
✓ Connectivity - Linked to major expressways and feeder bus services

Call/text/WhatsApp 9190 0609 for viewing at your convenience today!

Sakeenah Khan
R058615G
Tel: +65 9190 0609
Email: sakeenahnur@propnex.com",D09,All races welcome,,,,,Flexible,The Scotts Tower,2 Baths,2 Beds,Allowed,S$7.74 psf,"S$7,000/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-vABySoR4VBtLXbCCHubRz7
